Documento;Similaridade
Em princípio, todo contrato celebrado entre empregado e empregador é por prazo indeterminado, em respeito ao princípio da continuidade da relação de emprego. Nesse sentido o entendimento contido na Súmula 212 do TST. Assim, a contratação por prazo determinado constitui uma exceção à regra, somente podendo ser adotada em situações especiais e nos limites impostos pela lei. O contrato de experiência inclui-se dentre as possibilidades, estando previsto no artigo 443 da CLT. É por meio dele que o empregador pode testar o empregado antes de decidir se o contratará por tempo mais longo. O contrato de experiência tem de ser minimamente formalizado, por contrato escrito ou pelo menos anotação na Carteira de Trabalho, com prazo mínimo 30 dias, sendo permitida uma única renovação. O prazo total não pode ultrapassar 90 dias. Diariamente na Justiça do Trabalho são analisados processos questionando a validade do contrato de experiência. Em um dos casos, a 8ª Turma identificou a fraude praticada pela empresa, que contratou uma trabalhadora por experiência por três vezes, sempre na mesma função. O contrato de experiência é celebrado para verificação das qualidades recíprocas das partes, tanto do empregado quanto do empregador, ou seja, para avaliar as aptidões pessoais e o desempenho profissional do trabalhador, bem como para demonstrar as vantagens e condições de trabalho, destacou a relatora do recurso, desembargadora Denise Alves Horta. Desse modo, se a reclamante já havia trabalhado na empresa, exercendo a mesma função e sem alteração das condições de trabalho, é porque já havia sido avaliada pela empregadora. Para a relatora, a repetição do contrato de experiência demonstra a fraude aos direitos trabalhistas, nos termos do art. 9º da CLT. A magistrada afastou ainda a tese da defesa com base no artigo 452 da CLT, que desqualifica o contrato por prazo determinado quando a contratação ocorre nos seis primeiros meses após o término de outro contrato por prazo determinado. Na sua visão, o simples fato de os contratos terem sido descontínuos não implica validade. Ademais, ponderou a relatora, a trabalhadora não poderia se recusar a assinar os contratos, mesmo sabendo que o prazo era determinado, por ser a parte mais fraca da relação e necessitar do emprego para sua sobrevivência. Com esses fundamentos, a desembargadora manteve a sentença que julgou inválido o último contrato de experiência celebrado entre as partes, considerando-o por prazo indeterminado, no que foi acompanhada pela Turma julgadora. (RO 0000956-45.2010.5.03.0070);0.4144198
Informações relacionadas Tribunal de Justiça de São Paulo TJ-SP - Apelação Cível: AC XXXXX-64.2021.8.26.0114 Campinas JurisprudênciaAcórdãoData de publicação: 29/08/2022Tribunal de Justiça de São Paulo TRIBUTÁRIO – APELAÇÃO – AÇÃO DECLARATÓRIA – MUNICÍPIO DE CAMPINAS – ITBI. Sentença que julgou improcedente a ação. Apelo da autora. RECURSO EXTRAORDINÁRIO Nº 796.376/SC – Tema 796 – Tese de Repercussão Geral que apenas diz respeito ao entendimento de que a imunidade prevista no inciso I do § 2º do art. 156 da Constituição da República não alcança o valor dos bens que exceder o limite do capital social a ser integralizado – Embora tenha sido mencionado no julgado ser incondicionada a imunidade do ITBI em relação à integralização de imóvel ao capital social, tal questão não está contida na matéria afeta à repercussão geral – Trata-se de fundamentação obter dicta, que não possui efeito … Auxílio educação ArtigosData de publicação: 17/08/2015Fagner Moreira O presente parecer tem a finalidade de tratar das questões relacionadas a concessão de auxílio-educação incentivos à formação acadêmica dos profissionais. Conceito legal: O auxílio educação por Curso pago pela empresa e cláusula de permanência do empregado ArtigosData de publicação: 04/10/2022SD Advogados A qualificação profissional é um dos grandes diferenciais para o mercado de trabalho. Contudo, cursos profissionalizantes, de graduação, de pós-graduação dentre outros, podem representar um grande Cláusulas referentes a LGPD que você deve colocar em seus contratos! ArtigosData de publicação: 21/03/2024Leonardo Soares I — Introdução Você já deve ter percebido que os contratos de prestação de serviços de muitos colegas advogados são enxutos, com no máximo 03 páginas e não trazem nenhuma segurança a si e ao cliente. O Custeio de curso pela empresa e a validade da cláusula de permanência no emprego ArtigosData de publicação: 16/02/2018Cavallaro e Michelman Nos dias atuais, para ingressar e manter-se no mercado de trabalho, não basta somente cursar uma faculdade. Esta mentalidade é ultrapassada, considerando as inúmeras opções para capacitação;0.41420642
"Informações relacionadas Tribunal Superior do Trabalho TST - RECURSO DE REVISTA: RR XXXXX-50.2014.5.09.0965 JurisprudênciaAcórdãoData de publicação: 29/05/2020Tribunal Superior do Trabalho RECURSO DE REVISTA. ACÓRDÃO REGIONAL PUBLICADO NA VIGÊNCIA DA LEI Nº 13.015/2014 E ANTERIORMENTE À LEI Nº 13.467/2017. 1. CONTRATO DE TRABALHO TEMPORÁRIO REGIDO PELA LEI Nº 6.019/74 . RESCISÃO ANTECIPADA. INDENIZAÇÃO DO ART. 479 DA CLT. INAPLICABILIDADE . CONHECIMENTO E PROVIMENTO. I. A indenização prevista no art. 479 da CLT é inaplicável ao contrato de trabalho temporário, diante da norma especial que fixa expressamente a forma de indenização por dispensa sem justa causa (art. 12 da Lei nº 6.019/74) . Julgados. II. Caso em que, asseverando ser incontroversa a extinção antecipada do contrato de trabalho temporário, o Tribunal de origem condenou a empresa ao pagamento da indenização … Rescisão do contrato por prazo determinado ArtigosData de publicação: 30/05/2022Claudia Regina Salomão O contrato firmado com prazo determinado, em regra geral termina quando do seu termo final, e são devidas as verbas rescisórias equivalentes a saldo de salário, 13º salário proporcional e férias + Quando tenho direito a fazer o saque do FGTS e como fazer isso? ArtigosData de publicação: 17/10/2017Vanessa de Andrade Pinto Todo trabalhador com vínculo empregatício regido pelas normas da Consolidação das Leis do Trabalho (CLT) tem direito a receber o Fundo de Garantia por Tempo de Serviço (FGTS). O valor é de 8% do Quais são as verbas devidas no pedido de demissão? ArtigosData de publicação: 27/07/2023Caren Bataglin da Silveira As verbas devidas ao trabalhador, pela empresa, quando ele comunica seu desinteresse em dar continuidade ao contrato de trabalho: Saldo de salário; 13° salário proporcional; Férias vencidas e Tribunal Superior do Trabalho TST: RR XXXXX-32.2017.5.01.0068 JurisprudênciaAcórdãoData de publicação: 27/10/2023Tribunal Superior do Trabalho RECURSO DE REVISTA INTERPOSTO POR GI GROUP BRASIL RECURSOS HUMANOS LTDA. LEI Nº 13.467 /2017. CONTRATO DE TRABALHO POR PRAZO DETERMINADO - MODALIDADE TEMPORÁRIA - LEI Nº 6.019 /74. DEMISSÃO ANTECIPADA. INDENIZAÇÃO PREVISTA NO ART. 479 DA CLT . INAPLICABILIDADE. TRANSCENDÊNCIA POLÍTICA RECONHECIDA. A Jurisprudência desta Corte Superior está orientada no sentido de que a rescisão antecipada dos contratos de trabalho por prazo determinado, em especial dos contratos temporários regidos pela Lei nº 6.019 /74, não implica assunção da responsabilidade do tomador de serviços pela indenização prevista no art. 479 da CLT , por se tratar de norma aplicável apenas aos contratos comuns. Precedentes …";0.4141519
Via @stjnoticias | O contrato de empréstimo consignado firmado por pessoa analfabeta deve observar as formalidades do artigo 595 do Código Civil, que prevê a assinatura do instrumento a rogo por terceiro e também por duas testemunhas. Com esse entendimento, a Terceira Turma do Superior Tribunal de Justiça (STJ) negou provimento ao recurso em que o Banco Bradesco Financiamentos S/A pedia a reforma de acórdão do Tribunal de Justiça de Pernambuco, o qual considerou necessário que o empréstimo para pessoa analfabeta se efetivasse mediante escritura pública ou por meio de assinatura de procurador constituído por instrumento público. Leia também: Segunda Seção discute validade de empréstimo contratado por analfabeto mediante assinatura a rogo A controvérsia julgada na Terceira Turma se originou em ação proposta por um idoso analfabeto contra a instituição financeira, na qual foi apontada ilegalidade de contrato de empréstimo consignado que não teria respeitado os requisitos básicos previstos na lei. No recurso especial submetido ao STJ, o banco alegou que não haveria necessidade de escritura pública para a celebração de contratos com idosos analfabetos. Analfabeto tem capacidade de exercer atos da vida civil Para o relator, ministro Villas Bôas Cueva, os analfabetos podem contratar, pois são plenamente capazes para exercer os atos da vida civil, mas expressam sua vontade de forma distinta. Ele explicou que a validade do contrato firmado por pessoa que não saiba ler ou escrever não depende de instrumento público, salvo previsão legal nesse sentido. Porém, de acordo com o magistrado, na hipótese analisada, mesmo que as instâncias ordinárias admitam como regra apenas a celebração contratual por pessoa analfabeta mediante escritura pública – não obrigatória, segundo a jurisprudência do STJ –, não foi observada a indispensável assinatura a rogo por terceiro, representante do consumidor. “Não há como validar negócio jurídico dessa natureza sem a participação de terceiro de confiança do analfabeto – pessoa cuja importância é enorme para esclarecer as nuances do contrato escrito e compensar a inabilidade de leitura e escrita no negócio –, que deve ser certificada por duas testemunhas”, acrescentou o relator. Ao negar provimento ao recurso do banco, Villas Bôas Cueva observou que, embora o analfabeto tenha plena liberdade para contratar empréstimos consignados, é preciso exigir a externalização de sua vontade por instrumento escrito, com a participação obrigatória de terceiro apto a assinar a rogo por ele, na presença e com a assinatura de duas testemunhas – condições indispensáveis para superar as desigualdades entre os contratantes. Leia o acórdão do REsp 1.954.424. Esta notícia refere-se ao (s) processo (s): REsp 1954424 Fonte: STJ;0.41362077
"A 2ª Vara Cível de Mossoró declarou a resolução de um contrato de prestação de serviços firmado em 2018 entre uma formanda e uma empresa especializada em eventos de formaturas, diante da quebra contratual que esta deu causa. A empresa e sua representante também foram condenadas a restituírem à autora o valor já pago de R$ 4.149,27, a ser acrescido de juros e correção monetária. A empresa e sua representante também foram condenadas a compensar à cliente os danos morais por ela suportados, pagando-lhe, a esse título, indenização no valor de R$ 7 mil, também somados a juros e correção monetária. O contrato rescindido e que gerou condenações, inclusive, de indenização por danos morais, foi de prestação de serviços de organização, produção e cerimonial de formatura, firmado junto às rés, diante do inadimplemento contratual. A autora ajuizou ação judicial contra a empresa e representante seu afirmando que celebrou com a pessoa jurídica, em data de 30 de outubro de 2018, contrato que tinha por objetivo a prestação de serviços de organização, produção e cerimonial de formatura. O valor da contratação foi de R$ 4.261,66, o qual foi reajustado, aumentando a parcela para o patamar de R$ 213,72, em virtude da aquisição de dez senhas para o baile, totalizando, assim, o importe de R$ 5.431,66. Contou que a data prevista para a realização dos eventos seria no primeiro semestre de 2023, contudo, em 30 de janeiro deste ano, a empresa, através de sua rede social, informou o encerramento das atividades, deixando de cumprir o acordado. A consumidora, estudante do curso de Ciências Contábeis em uma universidade pública, afirmou que, após o pronunciamento, e por saber de pessoas que trabalhavam na empresa que já era uma coisa pensada, fez um registro policial sobre esses fatos. Argumentou que não encontrou outro meio, senão a busca pela tutela jurisdicional, na tentativa de resolver o imbróglio. A Justiça deferiu liminar de urgência e determinou o bloqueio sobre os ativos financeiros existentes em contas de titularidade da empresa e de uma representante desta, através do sistema SISBAJUD, para assegurar a satisfação do alegado prejuízo material experimentado pela demandante, compreendendo o valor de R$ 4.149,27, referente ao pagamento de 39 prestações à empresa. A decisão judicial ainda determinou a penhora de veículos registrados em nome da empresa e de sua representante, por intermédio do sistema RENAJUD, a fim de que incidisse o impedimento de transferência de registro. A formanda também pediu a penhora de um imóvel registrado no 1º Ofício de Notas da Comarca; a penhora do veículo L200 TRITON, transferido em 07 de fevereiro de 2022 para a empresa uma outra empresa; a declaração de fraude à execução na alienação deste veículo, para o nome desta outra empresa, determinando-se sua ineficácia em relação à postulante; busca por veículos de todos os réus via RENAJUD; e apreensão das CNH dos réus. Análise do caso A magistrada que julgou o caso considerou que ficou demonstrada que a sede onde funcionava a empresa se encontra fechada e já sem a “fachada” de identificação. Considerou também que consta a prova da desativação da rede social da empresa, logo após a comunicação de “falência”, além da notícia de que o Ministério Público do Estado deu início ao procedimento investigativo, donde são fatos que, associados a incidência dos efeitos da revelia, não pairam dúvidas a respeito da não execução do contrato pelas rés. Esclareceu que competiam às rés provar que a autora não tinha direito ao alegado, mas não aconteceu, já que sequer contestaram. Assim, considerou que, havendo quebra da expectativa no cumprimento do negócio contratado, a autora faz jus à rescisão do contrato de prestação de serviços, especialmente por estar prejudicado a execução dele, merecendo, também, ser confirmada a liminar antes conferida. “Nesse contexto, pode-se dizer que é de conhecimento público e notório que aqueles que cursam o ensino superior sonham com a realização do baile de formatura, como a autora, que pouco tempo antes de sua realização, foi acometida pelo encerramento abrupto das atividades da ré, por meio de sua rede social, o que, além de violar a boa-fé que deve vigorar nas relações contratuais, sem dúvidas, causou-lhe demasiada frustração e angústia, interferindo diretamente em seu comportamento psicológico”, concluiu. Fonte: Tribunal de Justiça do Rio Grande do Norte Se você já passou por problemas semelhantes, entre em contato conosco para que possamos lhe ajudar. Instagram: https://www.instagram.com/pereirabrasil.adv/ Facebook: https://www.facebook.com/pereirabrasil.adv Whatsapp: (14) 98184-8765 E-mail: contato@pereirabrasil.adv.br";0.413455
O artigo aborda de forma simples e objetiva a diferença de documentos indispensáveis para validação de compra e venda de imóvel até o seu registro, trazendo no desenvolvimento exemplos práticos. Muitos acreditam que qualquer dos documentos citados acima, tem a finalidade de dizer quem é o dono de um determinado imóvel, no entanto, cada um desses documentos tem finalidade e requisitos de validade diferentes um do outro. Ao iniciar a vida adulta, é comum que que você queira seguir seu próprio caminho desapegando-se da dependência de sua família e após ter uma fonte de renda comprovada o primeiro passo é a conquista da casa própria, no entanto, por falta de conhecimento e orientação de um profissional muitas vezes o sonho de conquistar uma casa própria pode se tornar um pesadelo. Primeiramente, vejamos a definição de cada documento citato: Contrato de compra e venda: Trata-se de um instrumento particular, elaborado por um advogado, referente a um acordo bilateral e consensual de vontades entre as partes, a qual uma das partes se obriga a dar algo em favor da outra parte em troca do valor cobrado. Pode ser formalizado por pessoa física ou jurídica. Neste documento, muito conhecido como “contrato de gaveta” será descrito o objeto e natureza do bem a ser vendido, informações do comprador, vendedor e obrigações dos mesmos. Escritura de imóvel: Trata-se de um instrumento público, elaborado em um cartório de notas, com o objetivo de validar a compra e venda de determinado imóvel, ou seja, é documento essencial para garantir-lhe o direito sobre determinado imóvel. Está previsto no artigo 108 do Código Civil, o qual afirma ser este um instrumento essencial para validade do negócio jurídico que visa a transferência de titularidade. Registro de imóvel: Trata-se de documento público, elaborado pelo cartório de imóvel, com o objetivo de consolidar efetivamente a transferência do bem ao comprador, que, a partir de então, passa a ser o proprietário e responsável pelo mesmo. Ao final do registro, deverá o mesmo solicitar a cópia da certidão de inteiro teor de matricula do imóvel, o qual detalha o histórico completo daquele bem, incluindo os proprietários anteriores. Dada as definições de cada um, podemos agora adentrar no mérito. Vejamos: Talvez você esteja se perguntando como conseguiu efetuar o registro de determinado imóvel, apenas com o contrato de compra e venda. Calma! Tem uma explicação. Ocorre que a Lei Federal 9.514/97, a qual trata do sistema de financiamento imobiliário, prevê em seu artigo 22º que o contrato de compra e venda garantido por alienação fiduciária, dispensa a lavratura de escritura pública. Mas o que é alienação fiduciária? Alienação fiduciária é a transmissão da propriedade de um bem ao credor para garantia do cumprimento de uma obrigação do devedor, ou seja, você compra um imóvel, no entanto, ele apenas será seu, após a quitação de todas as parcelas referente ao seu contrato. Em regra, usamos a alienação fiduciária quando financiamos um imóvel, neste caso, o banco que será o fiduciário fica com o domínio da coisa e o comprador que será o fiduciante fica com a posse do mesmo até que seja quitado todas as parcelas daquele contrato e assim será efetuado a tradição da coisa para fins de registro. Para melhor compreensão, vejamos a explicação dada em uma dinâmica à realidade cotidiana, por meio de dois exemplos: Exemplo 1: João é proprietário de um imóvel em Recife e decide vende-lo a Maria por R$ 200.000,00. Maria por sua vez, informa a João que irá pagar R$ 50.000,00 à vista e R$ 150.000,00 a prazo, para pagamento em 40 parcelas mensais que será pago diretamente a João em sua conta bancária. No exemplo acima, para que o negócio tenha validade e segurança jurídica para ambos, João irá realizar um contrato de compra e venda com Maria, o qual será averbado por meio de escritura pública em cartório de notas, para posterior registro de imóvel em cartório de Imóveis por parte de Maria. Ou seja, João irá averbar o contrato de compra e venda como forma de validar e garantir que será pago por Maria, que por sua vez, irá averbar o contrato de compra e venda como forma de garantir o direito de transferência de titularidade daquele imóvel, após o pagamento das parcelas acordadas, visto que esse é requisito essencial para que seja feita a transferência de titularidade. OBSERVAÇÃO: Se Maria se atentar para a lavratura da escritura pública no exemplo dado acima e João vier a efetuar um contrato de compra e venda com outro comprador, sobre o mesmo objeto do contrato efetuado com Maria e este outro comprador realizar a escritura pública da compra e venda do imóvel, este passará a ter pleno direito sobre o imóvel, tendo em vista que foi cumprido todas as exigências legais e Maria dificilmente conseguirá reaver o bem, devendo resolver pendencias por ter efetuado o pagamento a João por meio de um processo judicial contra o mesmo e aguardará todos os prazos e formas de um processo judicial, não podendo ter a posse ou propriedade do bem. Exemplo 2: João é proprietário de um imóvel em Recife e decide vende-lo a Maria por R$ 200.000,00, no entanto, que o pagamento deverá ser a vista. Maria por sua vez, informa a João que irá pagar R$ 50.000,00 como entrada e R$ 150.000,00 por meio de um financiamento imobiliário, visto que não será possível arcar com tal valor de forma integral. No exemplo acima, João irá realizar um contrato de compra e venda com Maria, o qual terá como clausula garantia em alienação fiduciária por parte do valor. Desse modo, apenas o contrato de compra e venda é valido para que seja efetuado o registro do imóvel no cartório de Imóveis que, com o respectivo registro e, ao depois, da averbação da quitação da dívida garantida pela alienação fiduciária, operará a transmissão da propriedade imóvel ao comprador, ou seja, irá existir o registro daquele contrato a matricula do imóvel, o qual será transferido ao comprador após a apresentação da quitação da dívida, tornando o comprador o legitimo proprietário daquele bem. Por fim, para que o sonho da casa própria não se torne um verdadeiro pesadelo é importante atentar-se aos requisitos para validade daquele negócio jurídico e estar acompanhado de um advogado é indispensável para que tudo ocorra legalmente, evitando prejuízos e problemas futuro. FONTE: DireitoNet;0.4133082
Renato Savy, especialista em Direito Contratual e Imobiliário O professor e advogado Renato Savy, especialista em Direito Contratual e Imobiliário, alerta sobre os principais problemas na elaboração de contratos de compra e venda e locação de imóveis e nas relações entre condôminos. Savy sugere que “as pessoas criem uma cultura para a verificação de toda a documentação necessária e que os contratos contemplem de forma clara todas as cláusulas acordadas e as responsabilidades entre as partes”. O advogado afirma que no âmbito do Direito Imobiliário, os maiores problemas são contratos mal feitos e que não dão as garantias necessárias. Savy recomenda que os dois lados tenham muito cuidado, tanto para quem vende como para quem compra um imóvel. Ele alerta para o fato das pessoas realizarem a negociação e não colocarem em contrato, cláusulas de multa, a data de entrega do imóvel, entre outras garantias que devem ficar claras para as partes. “Por exemplo, se já tiver sido dado o sinal para a compra do imóvel e o vendedor desistir do negócio, esse valor precisa ser devolvido em dobro a quem está comprando e a maioria das pessoas desconhece isso. São situações que devem constar em contrato, com todas as cláusulas claras e respectivas multas, entre outras”, acrescenta o advogado. Savy frisa que o imóvel para a venda precisa estar desimpedido. Para isso, são necessárias todas as certidões comprobatórias, tanto do imóvel, como de seu proprietário. Isso pelo fato de que, dependendo da dívida que a pessoa tenha, como o IPTU, o dono pode perder o imóvel e quem o está adquirindo poderá comprar um imóvel, que estará sendo penhorado pela dívida anterior. No caso de compra de um imóvel de propriedade de uma empresa, o advogado afirma que são necessárias certidões de débito também dessa empresa e a checagem se não existem problemas que possam vir a interferir nessa venda, como pendências trabalhistas. O imóvel pode ser dado como patrimônio para saldar essa questão trabalhista e quem o está adquirindo pode ter um sério problema. “Há uma falta de cultura na prevenção para a checagem de documentos e na elaboração de um bom contrato, com termos e cláusulas claras e bem definidas. Tudo isso, antes da assinatura final pelas partes”, comenta o especialista em Direito Contratual e Imobiliário. Na locação de imóveis, a maior dúvida segundo Savy, é em relação às responsabilidades do locador e do locatário, em questões relativas ao dia a dia. Condomínio – Renato Savy explica que em um condomínio, o que mais as pessoas têm dúvida é sobre a perturbação da paz e o relacionamento entre vizinhos. “A atuação de um advogado pode prevenir futuros problemas nesses locais. Questões trabalhistas podem trazer grandes problemas para o condomínio, como um funcionário exercendo dupla função ou questões de insalubridade. Outra atividade é a realização da análise de viabilidade ou não de implantação de portaria virtual. O advogado pode ser também o mediador entre vizinhos ou entre síndico e morador. Ele faz a solução do conflito, já que não é morador e vai avaliar estritamente sobre o que diz a legislação vigente”, finaliza o especialista. Conteúdo editorial e foto - Roncon & Graça Comunicações.;0.41309816
"Na venda de uma casa financiada, se o comprador assinar um contrato de gaveta (instrumento particular sem registro em Cartório de Registro de Imóvel) com o vendedor, poderá ele posteriormente à assinatura do contrato questionar os juros cobrados junto à Instituição Financeira? Não poderá! Imagine este cenário: o imóvel vendido foi financiado junto à Caixa Econômica, estando o comprador insatisfeito com as cobranças dos juros abusivos do contrato, ele tem interesse em ingressar com revisão do financiamento para não perder o direito de permanência no imóvel. Ocorre que, como o comprador não apresentava seu nome no contrato com a CEF, ele não é legítimo para propor a ação revisional. Existem, assim, alguns riscos direcionados ao comprador que assina um “contrato de gaveta”. Poderá esse adquirente passar por alguns problemas para encontrar o antigo proprietário do imóvel (mutuário/vendedor) a fim de tentar pedir, em juízo, a revisão do contrato. Isso porque somente o proprietário é parte da ação e apenas ele tem direito de reivindicar mudanças no financiamento. Com a substituição dos mutuários no contrato, dar-se-ia a instituição de uma novação. Com a novação há o fim da relação obrigacional e início de outra, com a troca dos sujeitos, ou com a troca do objeto, ou com a troca do objeto e dos sujeitos ao mesmo tempo. Pode, então, ser subjetiva ou objetiva ou mista. Entende-se que há duplo efeito na novação: a intenção da novação é criar para extinguir. O STJ, num caso sobre contrato de financiamento imobiliário do SFH, assim se manifestou quanto à ilegitimidade do adquirente do imóvel: RECURSO ESPECIAL. CONTRATO DE FINANCIAMENTO IMOBILIÁRIO. SFH. CESSÃO DE DIREITOS SEM ANUÊNCIA DA INSTITUIÇÃO FINANCEIRA. CONTRATO DE GAVETA. ILEGITIMIDADE ATIVA ""AD CAUSAM"". 1. O art. 22, da Lei 10.150/2000, somente autoriza a equiparação do terceiro adquirente, que obteve a cessão do financiamento sem a concordância do agente financeiro, ao mutuário originário, para todos os efeitos inerentes aos atos necessários à liquidação e habilitação junto ao FCVS, se o contrato de mútuo possui a cobertura do aludido Fundo e a transferência ocorreu até 25 de outubro de 1996 2. No caso de contrato sem cobertura do FCVS, o art. 23, da Lei 10.150/2000, estabelece que a novação ocorrerá a critério da instituição financeira, estabelecendo-se novas condições financeiras. 3. Não tem legitimidade ativa, para ajuizar ação postulando a revisão de contrato de financiamento vinculado ao Sistema Financeiro da Habitação, terceiro ao qual o contrato foi transferido fora das condições estabelecidas na Lei 10.150/2000. 4. Recurso especial a que se nega provimento. (REsp 1171845/RJ, Rel. Ministra Maria Isabel Gallotti, Quarta Turma, julgado em 18/10/2011, DJe 18/05/2012) (grifo nosso).";0.41301832
http://lkadvocacia.com.br/ Quem nunca firmou um contrato por telefone? Normalmente é um procedimento bem simples. E você já tentou cancelar esse contrato também por telefone? Bem simples não é mesmo? Quem dera fosse! Mas fique atento a essa notícia. Os contratos firmados por telefone podem ser cancelados de maneira simples como na contratação. Esse foi o entendimento dado pela 11ª Câmara Cível do Tribunal de Justiça do Rio Grande do Sul. O Tribunal considerou abusiva a disparidade entre os procedimentos de contratação e cancelamento. O julgador declarou inexigível o débito a partir do momento em que a consumidora pediu a rescisão do contrato Além disso, condenou a empresa a pagar o valor de R$ 5.000,00 (cinco mil reais) a título de indenização por danos morais Processo 70076974823 Fonte: http://www.tjrs.jus.br/site/imprensa/noticias/?idNoticia=430567 www.lkadvocacia.com.br;0.41293633
"Faça sozinho (a) seu contrato de aluguel. Gosto de ajudar as pessoas a fazerem por elas mesmas. E se você tem imóvel para aluguel, o que não pode faltar em seu contrato? - Qualificação das partes; - Especificação do imóvel; - Prazo de locação; - Valor de locação estabelecido; - Utilização do Imóvel; - Prorrogação contratual; - Rescisão contratual; - Garantias locatícias; - Responsabilidade pelos impostos, condomínio e contas de consumo; Recomendo que trate também das condições de reajuste, renovação e benfeitorias. Sempre que possível, deixe claro que as obras feitas no imóvel pertencerão ao bem e não poderão ser reclamadas no futuro. Para facilitar, use plataformas de assinatura eletrônica, como a DocSales, D4Sign ou AssinaturaGratis e pegue assinatura de duas testemunhas, do locador e fiador, quando exigido. Se for coletar assinaturas físicas, reconheça firma das assinaturas. Só entregue as chaves depois de tudo assinado e formalizado. E se tiver dificuldades, me chame e peça um modelo. Será um prazer enviar.";0.4129101
"É importante destacar que, no dia 06 de fevereiro de 2020, entrou em vigor a Lei n. 13.979, cujo conteúdo dispõe sobre as medidas de enfrentamento da emergência de saúde pública de importância internacional decorrente do coronavírus. No que tange às relações de trabalho, merece destaque que será considerada falta justificada ao emprego o período de ausência causada pela contaminação de tal vírus. Sendo assim, não há que se cogitar, por exemplo, descontos de salário. O mesmo ocorre nas situações em que o empregado está de quarentena ou quando o empregador resolve suspender as suas atividades como forma de prevenção à disseminação do vírus. Pode surgir a dúvida sobre a possibilidade de redução do salário pago, por conta da diminuição da atividade econômica. Nesse sentido, é importante destacar que o empregador é quem assume os riscos da atividade, não podendo transferi-la aos seus empregados. Só seria possível cogitar de redução, caso houvesse a interferência do sindicato, com a ratificação de um acordo coletivo de trabalho. Por outro lado, deve ser ressaltado que os períodos de afastamento, sejam por recomendação médica ou por opção do empregador, diante do cenário imposto, podem ser compensados através de trabalho em jornada extraordinária, observadas as determinações legais. Outras alternativas existentes para as relações de emprego nesse momento de pandemia são: a) Adoção do chamado home office, merecendo destaque que os custos pela eventual alteração da estrutura domiciliar do empregado devem ser assumidos pelo empregador; b) As empresas podem dar férias coletivas aos empregados ou, caso o período de afastamento ou suspensão das atividades seja superior a 30 dias consecutivos, compensar com as férias dos trabalhadores que ficaram sem atividades. Isso não vale quando o empregador adota o sistema de home office. Em qualquer caso, as férias deverão ser pagas, acrescidas do terço constitucional. De qualquer sorte, frente a esse “inimigo desconhecido”, deve estar sempre presente a razoabilidade na tomada de decisões e na condução do desenvolvimento das atividades, haja vista que o trabalho e o capital podem ser plenamente recuperados; a saúde das pessoas diante dessa pandemia mundial, em inúmeros casos, não.";0.41283306
